invoice_id,tenant_id,service_category,cost_usd,compute_hours,billing_date
INV-113157,,Network,2006.43,402.33,2026-07-19
INV-113158,T-1084,Analytics,397.01,452.07,2026-07-25
INV-113159,T-1042,Network,199.65,228.62,2026-03-06
INV-113160,T-1066,Compute,304.94,372.79,2026-02-17
INV-113161,T-1014,Network,1393.39,402.49,2026-05-15
INV-113162,T-1021,Database,562.99,233.89,2026-05-01
INV-113163,T-1019,Analytics,584.12,230.13,2026-03-11
INV-113164,T-1017,Compute,1577.72,419.99,2026-05-07
INV-113165,T-1058,Compute,434.58,254.91,2026-06-05
INV-113166,T-1060,Analytics,636.37,229.69,2026-08-10
INV-113167,T-1042,Database,1114.97,417.21,2026-02-10
INV-113168,T-1013,Analytics,344.44,212.98,2026-04-17
INV-113169,T-1027,Database,892.45,351.46,2026-06-02
INV-113170,T-1064,Storage,296.15,213.43,2026-08-22
INV-113171,T-1024,Storage,471.64,339.87,2026-07-22
INV-113172,T-1070,Network,1663.62,390.06,2026-07-04
INV-113173,T-1072,Compute,1432.68,472.35,2026-05-21
INV-113174,T-1025,Storage,290.57,324.11,2026-07-24
INV-113175,T-1006,Compute,721.6,497.78,2026-03-05
INV-113176,T-1048,Compute,809.15,493.16,2026-08-12
INV-113177,T-1074,Storage,-1732.17,360.77,2026-03-23
INV-113178,T-1018,Analytics,181.28,117.27,2026-02-16
INV-113179,T-1013,Database,148.47,81.06,2026-08-11
INV-113180,T-1011,Network,564.59,125.91,2026-04-12
INV-113181,T-1082,Database,2036.86,413.19,2026-01-01
INV-113182,T-1080,Database,1677.7,498.52,2026-06-03
INV-113183,T-1055,Database,964.17,248.74,2026-08-05
INV-113184,T-1027,Storage,610.19,222.15,2026-04-25
INV-113185,T-1042,Network,338.08,67.77,2026-04-27
INV-113186,T-1067,Compute,863.98,316.44,2026-03-07
INV-113187,T-1084,Analytics,156.96,205.02,2026-06-03
INV-113188,T-1032,Storage,268.92,166.62,2026-02-08
INV-113189,,Database,1416.84,353.22,2026-04-19
INV-113190,T-1051,Storage,302.03,188.88,2026-03-18
INV-113191,T-1062,Network,689.12,460.56,2026-02-13
INV-113192,T-1079,Storage,201.8,69.91,2026-07-17
INV-113193,T-1045,Network,779.47,333.09,2026-07-19
INV-113194,T-1051,Compute,204.31,385.54,2026-02-16
INV-113195,T-1077,Analytics,650.47,340.43,2026-03-05
INV-113196,T-1042,Compute,345.46,145.49,2026-05-09
INV-113197,T-1032,Database,81.58,109.78,2026-05-09
INV-113198,T-1074,Database,323.83,182.68,2026-02-18
INV-113199,T-1016,Network,373.82,331.53,2026-03-03
INV-113200,T-1074,Network,337.01,372.19,2026-07-01
INV-113201,T-1080,Database,163.26,224.94,2026-03-22
INV-113202,T-1042,Storage,126.56,102.5,2026-03-29
INV-113203,T-1029,Database,463.0,188.81,2026-08-26
INV-113204,T-1029,Database,985.85,428.3,2026-01-06
INV-113205,T-1005,Analytics,571.23,145.21,2026-04-13
INV-113206,T-1061,Network,96.64,19.53,2026-07-01
INV-113207,T-1010,Storage,770.59,413.28,2026-08-25
INV-113208,T-1081,Database,227.68,46.6,2026-02-20
INV-113209,T-1034,Analytics,700.5,233.93,2026-05-17
INV-113210,T-1026,Database,1405.69,446.69,2026-08-21
INV-113211,T-1029,Compute,1274.35,375.02,2026-08-01
INV-113212,T-1050,Compute,260.27,114.8,2026-05-28
INV-113213,T-1016,Network,1520.56,418.93,2026-05-18
INV-113214,T-1040,Database,1494.39,394.88,2026-05-08
INV-113215,T-1052,Database,78.48,36.93,2026-04-08
INV-113216,T-1023,Compute,1109.59,287.21,2026-05-13
INV-113217,T-1029,Database,487.05,262.55,2026-02-11
INV-113218,T-1014,Network,495.62,151.69,2026-04-30
INV-113219,T-1042,Database,1343.95,295.08,2026-06-05
INV-113220,T-1054,Database,829.92,417.06,2026-04-21
INV-113221,T-1049,Network,155.62,51.36,2026-07-16
INV-113222,T-1067,Network,727.47,422.79,2026-08-28
INV-113223,T-1017,Network,1322.16,398.63,2026-01-17
INV-113224,T-1065,Analytics,444.52,302.8,2026-07-14
INV-113225,T-1007,Analytics,1360.09,352.78,2026-01-25
INV-113226,T-1029,Storage,231.92,400.05,2026-08-14
INV-113227,T-1084,Database,1102.79,333.17,2026-04-18
INV-113228,T-1073,Database,1133.25,420.78,2026-02-21
INV-113229,T-1085,Database,345.24,361.93,2026-04-26
INV-113230,,Analytics,1536.47,338.44,2026-08-21
INV-113231,T-1029,Network,36.81,10.18,2026-06-19
INV-113232,T-1047,Analytics,1805.31,406.61,2026-01-20
INV-113233,T-1067,UnknownService,1123.21,279.14,2026-06-12
INV-113234,T-1013,Storage,850.36,184.98,2026-02-02
INV-113235,T-1076,Analytics,-385.63,289.7,2026-01-18
INV-113236,T-1061,Analytics,1416.5,465.17,2026-03-12
INV-113237,T-1043,Database,721.09,269.98,2026-01-16
INV-113238,T-1081,Storage,151.99,74.26,2026-02-18
INV-113239,T-1010,Network,991.87,457.12,2026-08-06
INV-113240,T-1023,Storage,139.68,80.75,2026-08-06
INV-113241,,Network,1700.78,356.25,2026-04-18
INV-113242,T-1042,Compute,1016.3,373.91,2026-01-13
INV-113243,T-1081,Compute,442.81,354.21,2026-03-24
INV-113244,T-1035,Database,819.18,218.97,2026-05-20
INV-113245,T-1061,Network,198.27,170.21,2026-01-24
INV-113246,T-1061,Network,1855.64,385.19,2026-01-07
INV-113247,T-1012,Compute,195.35,40.7,2026-01-19
INV-113248,T-1048,Network,527.14,110.36,2026-02-15
INV-113249,T-1008,Network,147.37,34.63,2026-08-12
INV-113250,T-1016,Network,1159.71,287.62,2026-07-27
INV-113251,T-1036,Analytics,1024.04,245.32,2026-08-23
INV-113252,T-1066,Database,73.15,27.79,2026-02-20
INV-113253,T-1075,Analytics,192.66,292.61,2026-03-07
INV-113254,T-1002,Database,198.53,195.59,2026-05-06
INV-113255,T-1033,Database,615.53,167.13,2026-05-13
INV-113256,T-1039,Network,421.34,195.99,2026-07-24
INV-113257,T-1060,Network,1098.56,315.44,2026-06-09
INV-113258,T-1058,Storage,1347.67,336.61,2026-08-19
INV-113259,T-1051,Storage,885.88,346.32,2026-05-04
INV-113260,T-1018,Network,651.32,146.94,2026-02-17
INV-113261,T-1072,Analytics,1248.35,464.01,2026-05-09
INV-113262,T-1072,Network,770.5,197.81,2026-04-07
INV-113263,T-1081,Compute,99.06,134.13,2026-07-06
INV-113264,T-1084,Network,1456.73,469.68,2026-05-07
INV-113265,T-1069,Analytics,1057.4,405.12,2026-03-20
INV-113266,T-1036,Database,868.15,361.3,2026-03-08
INV-113267,T-1059,Storage,1382.1,294.29,2026-01-12
INV-113268,T-1007,Analytics,1138.78,355.96,2026-04-09
INV-113269,T-1065,Storage,890.63,218.8,2026-01-01
INV-113270,T-1048,Database,290.83,390.55,2026-02-12
INV-113271,T-1060,Network,418.21,302.09,2026-06-27
INV-113272,T-1071,Database,1121.35,227.01,2026-03-06
INV-113273,T-1028,Database,1685.17,378.11,2026-07-06
INV-113274,T-1011,Database,111.02,63.16,2026-06-07
INV-113275,T-1079,Network,942.56,391.36,2026-08-19
INV-113276,T-1060,Storage,1210.49,426.8,2026-05-03
INV-113277,T-1028,Database,827.66,386.28,2026-05-22
INV-113278,T-1020,Analytics,446.68,121.92,2026-05-17
INV-113279,T-1066,Database,161.59,138.48,2026-07-05
INV-113280,T-1025,Storage,859.06,295.46,2026-07-04
INV-113281,T-1075,Compute,116.49,39.67,2026-05-27
INV-113282,T-1073,Network,117.65,87.5,2026-07-19
INV-113283,T-1016,Analytics,2105.53,442.02,2026-08-11
INV-113284,T-1084,Compute,1073.96,273.04,2026-02-08
INV-113285,T-1027,Storage,2375.5,489.45,2026-08-17
INV-113286,T-1023,Database,824.54,254.93,2026-05-05
INV-113287,T-1071,Compute,1134.72,230.61,2026-06-02
INV-113288,T-1063,Analytics,1224.28,341.71,2026-02-19
INV-113289,T-1085,Network,937.71,346.05,2026-03-30
INV-113290,T-1036,Analytics,1593.52,349.06,2026-06-03
INV-113291,T-1073,Network,587.41,120.77,2026-01-04
INV-113292,T-1076,Analytics,1209.11,273.41,2026-05-16
INV-113293,T-1020,Storage,531.84,282.06,2026-06-12
INV-113294,T-1013,Storage,114.13,113.87,2026-05-22
INV-113295,T-1035,Analytics,1189.65,253.01,2026-03-16
INV-113296,T-1042,Compute,429.1,392.36,2026-07-24
INV-113297,T-1022,Storage,432.16,108.33,2026-06-01
INV-113298,T-1033,Database,8.59,12.66,2026-04-17
INV-113299,T-1058,Network,57.62,31.24,2026-03-31
INV-113300,T-1058,Storage,79.23,138.12,2026-06-21
INV-113301,T-1041,Network,1084.94,336.49,2026-03-29
INV-113302,T-1073,Storage,719.32,290.34,2026-05-29
INV-113303,T-1045,Analytics,553.14,176.68,2026-05-15
INV-113304,T-1081,Network,578.56,144.62,2026-01-16
INV-113305,T-1022,Compute,2074.02,461.95,2026-06-04
INV-113306,T-1050,Storage,946.44,229.06,2026-01-04
INV-113307,T-1006,Compute,122.84,90.99,2026-06-03
INV-113308,T-1008,Storage,936.24,232.41,2026-07-24
INV-113309,T-1019,Network,489.82,473.25,2026-05-18
INV-113310,T-1042,Database,588.86,201.79,2026-08-05
INV-113311,T-1008,Analytics,262.57,285.41,2026-08-22
INV-113312,T-1030,Analytics,1408.22,400.1,2026-05-13
INV-113313,T-1074,Analytics,485.28,185.84,2026-04-14
INV-113314,T-1002,Storage,1054.46,229.26,2026-05-13
INV-113315,T-1003,Compute,1164.4,374.48,2026-07-23
INV-113316,,Analytics,1983.39,409.79,2026-08-22
INV-113317,T-1023,Analytics,174.36,112.31,2026-03-16
INV-113318,T-1052,Compute,474.28,162.24,2026-05-07
INV-113319,T-1010,Storage,893.58,350.54,2026-01-06
INV-113320,T-1027,Compute,291.04,164.89,2026-04-05
INV-113321,T-1016,Analytics,705.28,313.14,2026-03-20
INV-113322,T-1068,Analytics,689.35,462.13,2026-04-13
INV-113323,T-1077,Analytics,227.56,301.26,2026-03-24
INV-113324,T-1081,Storage,1009.96,252.01,2026-03-02
INV-113325,T-1070,Database,926.87,477.54,2026-03-28
INV-113326,T-1022,Compute,975.87,447.84,2026-07-29
INV-113327,T-1002,Database,310.98,170.91,2026-01-29
INV-113328,T-1011,Database,821.74,288.63,2026-02-15
INV-113329,T-1067,Storage,1109.42,410.77,2026-05-13
INV-113330,T-1052,Compute,1944.7,452.22,2026-07-19
INV-113331,T-1056,Network,1196.33,455.16,2026-01-06
INV-113332,T-1080,Analytics,460.58,100.49,2026-03-21
INV-113333,T-1046,Network,7.83,11.88,2026-07-10
INV-113334,T-1078,Compute,116.34,66.79,2026-06-29
INV-113335,T-1025,Database,318.57,408.79,2026-05-26
INV-113336,T-1053,Compute,109.8,57.66,2026-02-09
INV-113337,T-1026,Compute,298.0,85.03,2026-02-06
INV-113338,T-1034,Compute,114.46,149.95,2026-04-30
INV-113339,T-1004,Analytics,415.65,161.89,2026-02-19
INV-113340,T-1021,Network,170.04,55.1,2026-04-27
INV-113341,T-1071,Storage,703.09,244.78,2026-06-30
INV-113342,T-1020,Compute,268.92,84.28,2026-07-16
INV-113343,T-1069,Analytics,1055.81,494.41,2026-07-06
INV-113344,T-1082,Storage,508.66,242.39,2026-07-27
INV-113345,T-1063,Network,144.74,39.94,2026-01-27
INV-113346,T-1076,Network,1157.76,488.02,2026-01-12
INV-113347,T-1008,Compute,461.76,144.26,2026-03-28
INV-113348,T-1050,Storage,182.5,90.23,2026-06-08
INV-113349,T-1076,Database,1289.85,409.13,2026-06-29
INV-113350,T-1083,Network,205.37,66.77,2026-03-29
INV-113351,T-1017,Analytics,119.68,192.69,2026-02-14
INV-113352,T-1073,Network,1097.23,282.45,2026-03-13
INV-113353,T-1017,Analytics,600.14,197.08,2026-06-18
INV-113354,T-1038,Storage,419.25,321.65,2026-05-15
INV-113355,T-1072,Compute,1441.1,459.28,2026-08-26
INV-113356,T-1037,Database,407.5,471.7,2026-03-30
INV-113357,T-1016,Storage,1709.57,342.53,2026-05-23
INV-113358,T-1012,Storage,923.75,221.45,2026-03-11
INV-113359,T-1040,Storage,486.14,445.7,2026-07-05
INV-113360,T-1056,Network,134.07,91.0,2026-07-30
INV-113361,T-1035,Network,1379.38,423.7,2026-06-02
INV-113362,T-1063,Compute,279.02,57.24,2026-07-22
INV-113363,T-1018,Network,117.12,143.64,2026-05-09
INV-113364,T-1056,Storage,1377.33,345.77,2026-03-25
INV-113365,T-1080,Database,457.4,153.68,2026-01-14
INV-113366,T-1028,Storage,1539.66,350.59,2026-03-22
INV-113367,T-1062,Storage,125.51,147.94,2026-01-14
INV-113368,T-1073,Compute,596.66,189.24,2026-01-26
INV-113369,T-1036,Storage,130.77,242.78,2026-05-15
INV-113370,T-1035,Database,281.62,69.87,2026-07-24
INV-113371,T-1033,Network,1200.75,276.84,2026-02-02
INV-113372,T-1006,Storage,993.61,213.09,2026-06-06
INV-113373,T-1084,UnknownService,626.15,451.95,2026-02-26
INV-113374,T-1043,Network,957.84,348.53,2026-08-26
INV-113375,T-1065,Network,232.41,199.37,2026-03-03
INV-113376,T-1024,Analytics,405.88,156.13,2026-08-02
INV-113377,T-1053,Network,1388.33,307.45,2026-03-07
INV-113378,T-1066,Network,1330.77,368.01,2026-01-04
INV-113379,T-1001,Network,417.27,181.5,2026-05-03
INV-113380,T-1009,Compute,563.95,169.16,2026-06-19
INV-113381,,Database,7.19,12.92,2026-02-02
INV-113382,T-1036,Network,216.63,178.29,2026-02-22
INV-113383,T-1085,Storage,684.22,493.24,2026-03-27
INV-113384,T-1030,Network,766.27,381.57,2026-07-14
INV-113385,T-1066,Database,11.51,18.17,2026-07-18
INV-113386,T-1004,Storage,411.47,446.35,2026-05-13
INV-113387,T-1043,Database,315.3,241.31,2026-06-02
INV-113388,T-1048,Database,868.18,400.74,2026-05-25
INV-113389,T-1065,Network,31.29,61.09,2026-01-26
INV-113390,T-1055,Storage,984.08,306.05,2026-07-03
INV-113391,T-1027,Analytics,1946.14,439.52,2026-02-14
INV-113392,T-1077,Database,312.31,199.1,2026-03-10
INV-113393,T-1085,Analytics,173.0,111.96,2026-02-28
INV-113394,T-1045,Compute,26.52,44.11,2026-05-20
INV-113395,T-1013,Analytics,644.67,303.26,2026-07-14
INV-113396,T-1081,Database,1472.88,423.9,2026-03-18
INV-113397,T-1015,Network,24.43,29.13,2026-01-12
INV-113398,T-1022,Compute,48.13,38.18,2026-05-23
INV-113399,T-1080,Analytics,1305.88,455.16,2026-03-11
INV-113400,T-1005,Network,510.72,370.79,2026-02-18
INV-113401,T-1062,Network,212.78,268.93,2026-01-11
INV-113402,T-1050,Analytics,1093.98,311.66,2026-01-31
INV-113403,T-1049,Analytics,1209.83,252.6,2026-01-22
INV-113404,T-1038,Database,239.41,113.64,2026-01-29
INV-113405,T-1023,Analytics,116.18,43.96,2026-07-17
INV-113406,T-1020,Database,95.11,76.18,2026-02-27
INV-113407,T-1008,Database,1447.38,417.36,2026-08-27
INV-113408,T-1007,Database,554.92,131.05,2026-03-04
INV-113409,T-1018,Database,165.14,66.92,2026-01-22
INV-113410,T-1012,Storage,970.43,284.38,2026-05-30
INV-113411,T-1061,Compute,1778.22,358.61,2026-03-22
INV-113412,T-1073,Storage,189.05,147.62,2026-01-08
INV-113413,T-1056,Compute,163.62,52.25,2026-08-02
INV-113414,T-1043,Storage,319.07,113.66,2026-07-09
INV-113415,T-1032,Analytics,1555.5,330.41,2026-08-29
INV-113416,T-1064,Analytics,809.73,278.72,2026-07-27
INV-113417,T-1071,Analytics,288.9,175.0,2026-07-11
INV-113418,T-1015,Compute,632.97,222.06,2026-06-09
INV-113419,T-1054,Compute,878.8,189.79,2026-06-12
INV-113420,T-1049,Network,129.41,40.18,2026-07-02
INV-113421,T-1067,Network,377.07,111.47,2026-02-27
INV-113422,T-1028,Database,276.07,265.11,2026-01-04
INV-113423,T-1076,Database,327.72,68.2,2026-08-14
INV-113424,T-1083,Database,1247.3,458.78,2026-04-05
INV-113425,T-1033,Network,428.58,87.53,2026-06-01
INV-113426,T-1024,Database,203.27,309.51,2026-08-20
INV-113427,T-1001,Network,54.11,13.39,2026-08-12
INV-113428,T-1049,Database,393.03,116.06,2026-05-25
INV-113429,T-1053,UnknownService,272.84,63.31,2026-07-08
INV-113430,T-1049,Storage,284.96,64.28,2026-01-12
INV-113431,T-1006,Compute,336.44,146.51,2026-03-13
INV-113432,T-1040,Network,605.07,150.51,2026-08-26
INV-113433,T-1024,Database,67.23,18.81,2026-06-11
INV-113434,T-1006,Compute,1587.83,462.32,2026-03-28
INV-113435,T-1004,Network,621.05,174.33,2026-02-08
INV-113436,T-1028,Compute,-655.25,228.72,2026-02-24
INV-113437,T-1021,Network,63.37,69.64,2026-08-25
INV-113438,T-1023,Analytics,1105.72,257.72,2026-07-27
INV-113439,T-1002,Storage,2152.83,465.31,2026-05-06
INV-113440,,Analytics,335.6,254.73,2026-02-04
INV-113441,T-1084,Storage,70.02,20.29,2026-07-13
INV-113442,T-1002,Storage,766.97,322.83,2026-01-10
INV-113443,T-1075,Database,431.24,342.86,2026-03-24
INV-113444,T-1037,Database,144.7,190.98,2026-08-17
INV-113445,T-1004,Database,2170.4,490.24,2026-02-13
INV-113446,T-1084,Compute,932.93,463.7,2026-05-26
INV-113447,T-1022,Analytics,357.64,317.78,2026-03-03
INV-113448,T-1032,Network,605.91,354.61,2026-03-23
INV-113449,T-1005,Analytics,107.27,142.32,2026-02-24
INV-113450,T-1073,Compute,1580.24,459.96,2026-05-09
INV-113451,T-1061,UnknownService,749.94,452.53,2026-05-12
INV-113452,T-1008,Database,1392.04,294.78,2026-03-14
INV-113453,T-1075,Network,132.46,72.08,2026-07-30
INV-113454,T-1083,Storage,980.74,378.81,2026-04-12
INV-113455,T-1083,Storage,1054.17,409.0,2026-05-28
INV-113456,T-1035,Storage,1151.2,397.64,2026-04-07
INV-113457,T-1018,Storage,73.27,62.28,2026-04-17
INV-113458,T-1032,Network,303.54,398.77,2026-02-02
INV-113459,T-1028,Compute,481.36,292.17,2026-08-10
INV-113460,T-1049,Analytics,205.57,111.05,2026-01-17
INV-113461,T-1077,Database,608.07,229.8,2026-05-21
INV-113462,T-1076,Storage,150.81,45.67,2026-07-17
INV-113463,T-1003,Database,571.19,175.51,2026-06-04
INV-113464,T-1021,Network,1194.29,240.36,2026-05-13
INV-113465,T-1073,Storage,1818.97,367.09,2026-06-12
INV-113466,T-1046,Storage,1355.73,484.25,2026-04-19
INV-113467,T-1081,Network,206.68,223.23,2026-01-05
INV-113468,T-1059,Network,734.44,182.68,2026-07-21
INV-113469,T-1045,Database,844.53,324.17,2026-06-13
INV-113470,T-1001,Network,141.35,40.15,2026-03-22
INV-113471,T-1004,Analytics,607.29,430.11,2026-03-17
INV-113472,T-1046,Storage,716.13,425.26,2026-05-11
INV-113473,T-1025,Analytics,479.46,125.26,2026-02-04
INV-113474,T-1055,Storage,1574.72,456.79,2026-08-11
INV-113475,T-1061,Database,655.48,265.55,2026-01-11
INV-113476,T-1051,Storage,448.12,111.11,2026-06-07
INV-113477,T-1030,Compute,178.98,37.77,2026-07-18
INV-113478,T-1036,Storage,1967.45,482.05,2026-07-06
INV-113479,T-1046,Network,1313.41,358.27,2026-04-13
INV-113480,T-1016,Analytics,476.49,164.48,2026-05-02
INV-113481,T-1021,Compute,1489.46,318.02,2026-04-19
INV-113482,T-1016,Storage,237.67,76.65,2026-04-15
INV-113483,T-1079,Database,847.1,316.83,2026-03-03
INV-113484,T-1075,Analytics,753.42,272.65,2026-01-18
INV-113485,T-1079,Analytics,704.93,181.6,2026-03-17
INV-113486,T-1028,Network,1279.03,342.52,2026-02-02
INV-113487,T-1032,Compute,286.25,221.08,2026-06-01
INV-113488,T-1030,Compute,271.9,73.72,2026-01-30
INV-113489,T-1050,Database,386.64,176.87,2026-08-20
INV-113490,T-1023,Storage,151.07,68.85,2026-04-20
INV-113491,T-1016,Database,428.46,114.76,2026-03-18
INV-113492,T-1042,Network,339.59,132.23,2026-05-06
INV-113493,T-1062,Compute,2210.72,489.49,2026-02-22
INV-113494,T-1052,Storage,730.56,377.08,2026-02-02
INV-113495,T-1069,Network,119.75,49.44,2026-04-25
INV-113496,T-1027,Compute,1342.33,287.49,2026-07-22
INV-113497,T-1003,Compute,29.23,24.45,2026-01-24
INV-113498,T-1054,Network,23.51,29.9,2026-04-11
INV-113499,T-1062,Compute,503.03,248.64,2026-03-23
INV-113500,T-1002,Network,146.07,65.66,2026-01-08
INV-113501,T-1019,Analytics,48.13,57.9,2026-01-22
INV-113502,T-1020,Network,211.06,51.97,2026-02-22
INV-113503,T-1008,Compute,119.3,108.29,2026-03-25
INV-113504,T-1027,UnknownService,1846.06,445.75,2026-01-19
INV-113505,T-1027,Network,515.5,157.43,2026-03-09
INV-113506,T-1015,Compute,337.63,276.68,2026-04-11
INV-113507,T-1068,Analytics,168.05,127.01,2026-07-24
INV-113508,T-1030,Compute,405.78,367.15,2026-06-10
INV-113509,T-1030,Network,160.0,104.55,2026-08-14
INV-113510,T-1036,Compute,682.36,474.1,2026-04-18
INV-113511,T-1037,Network,45.19,42.04,2026-05-13
INV-113512,T-1083,Storage,1133.96,443.36,2026-06-19
INV-113513,T-1084,UnknownService,32.39,37.78,2026-06-09
INV-113514,T-1001,Network,323.3,189.13,2026-04-26
INV-113515,T-1069,Compute,152.88,174.72,2026-06-16
INV-113516,T-1056,Analytics,148.79,98.93,2026-03-12
INV-113517,T-1070,Analytics,247.25,453.53,2026-07-23
INV-113518,T-1068,Network,1401.53,366.68,2026-02-24
INV-113519,T-1071,UnknownService,27.8,11.67,2026-01-25
INV-113520,T-1042,Analytics,107.0,108.3,2026-03-23
INV-113521,T-1057,Database,189.57,337.44,2026-02-13
INV-113522,T-1011,Network,1521.47,438.7,2026-04-08
INV-113523,T-1017,Storage,667.44,319.89,2026-06-27
INV-113524,T-1075,Compute,132.68,175.64,2026-07-05
INV-113525,T-1071,Compute,1042.96,231.44,2026-03-14
INV-113526,T-1027,Storage,608.45,128.56,2026-08-22
INV-113527,T-1045,Analytics,249.84,456.87,2026-01-10
INV-113528,T-1020,Compute,139.0,200.85,2026-02-01
INV-113529,T-1044,Storage,1399.61,320.2,2026-04-10
INV-113530,T-1007,Compute,871.3,184.93,2026-05-14
INV-113531,T-1059,Compute,42.65,47.33,2026-06-27
INV-113532,T-1016,Database,1309.78,475.58,2026-03-01
INV-113533,T-1066,Network,939.63,491.59,2026-04-07
INV-113534,T-1081,Analytics,517.86,197.48,2026-05-22
INV-113535,T-1078,Network,1279.52,330.71,2026-03-09
INV-113536,T-1042,Database,850.49,260.95,2026-06-29
INV-113537,T-1063,Network,250.83,139.16,2026-02-02
INV-113538,T-1017,Compute,368.89,286.53,2026-08-10
INV-113539,T-1069,Compute,368.9,221.01,2026-04-30
INV-113540,T-1057,Storage,747.25,153.44,2026-02-21
INV-113541,T-1017,Compute,913.52,327.34,2026-05-17
INV-113542,T-1030,Storage,428.11,346.67,2026-06-30
INV-113543,T-1028,Storage,415.69,85.04,2026-05-31
INV-113544,T-1029,Database,1804.99,470.34,2026-07-12
INV-113545,T-1076,Analytics,168.93,98.78,2026-06-17
INV-113546,T-1010,Database,281.99,487.96,2026-03-21
INV-113547,T-1053,Network,314.93,462.17,2026-01-30
INV-113548,T-1084,Network,546.13,279.88,2026-08-02
INV-113549,T-1081,Network,161.15,86.06,2026-02-09
INV-113550,T-1031,Analytics,1222.27,332.71,2026-02-17
INV-113551,T-1012,Storage,515.09,262.37,2026-05-02
INV-113552,T-1072,Storage,1362.47,366.7,2026-03-15
INV-113553,T-1037,Analytics,210.18,402.43,2026-07-12
INV-113554,T-1020,Network,128.58,61.03,2026-07-09
INV-113555,T-1063,Storage,267.93,467.68,2026-01-27
INV-113556,T-1028,Analytics,-1781.01,395.55,2026-06-03
INV-113557,T-1043,Database,489.64,98.55,2026-08-28
INV-113558,T-1003,Network,547.83,122.73,2026-08-11
INV-113559,T-1037,Storage,157.59,37.98,2026-07-18
INV-113560,T-1085,Compute,1004.36,227.84,2026-03-31
INV-113561,T-1056,UnknownService,142.57,56.41,2026-02-03
INV-113562,T-1073,Compute,580.37,458.51,2026-08-03
INV-113563,T-1054,UnknownService,1135.31,344.4,2026-02-10
INV-113564,T-1077,Analytics,1074.76,253.78,2026-06-09
INV-113565,T-1033,Compute,1776.56,381.4,2026-04-19
INV-113566,T-1037,Storage,267.12,245.6,2026-05-01
INV-113567,T-1045,Compute,1458.46,397.58,2026-08-29
INV-113568,T-1083,Storage,475.15,382.71,2026-07-01
INV-113569,T-1049,Database,70.56,61.19,2026-03-08
INV-113570,T-1024,Analytics,34.47,39.7,2026-04-25
INV-113571,T-1051,Storage,78.72,44.04,2026-05-19
INV-113572,T-1039,Database,1225.63,257.47,2026-02-02
INV-113573,T-1029,Compute,1289.35,287.86,2026-06-19
INV-113574,T-1078,Storage,379.67,156.68,2026-02-04
INV-113575,T-1082,Database,150.65,63.64,2026-05-08
INV-113576,T-1065,Network,381.02,431.02,2026-01-21
INV-113577,T-1073,Storage,1854.28,397.79,2026-06-28
INV-113578,T-1034,Analytics,851.2,436.13,2026-05-06
INV-113579,T-1070,Storage,367.98,304.09,2026-04-28
INV-113580,T-1045,Database,321.27,152.57,2026-05-14
INV-113581,T-1027,Network,446.03,177.48,2026-04-01
INV-113582,T-1062,Database,886.44,372.78,2026-01-07
INV-113583,T-1034,Compute,1322.81,306.1,2026-05-17
INV-113584,T-1019,Network,675.25,404.51,2026-07-14
INV-113585,T-1012,Storage,539.99,270.26,2026-07-16
INV-113586,T-1036,Storage,554.56,113.8,2026-07-07
INV-113587,T-1078,Network,1294.56,323.36,2026-02-03
INV-113588,T-1039,Analytics,1132.31,442.15,2026-01-14
INV-113589,T-1011,Database,2027.77,464.25,2026-06-25
INV-113590,T-1029,Storage,383.5,189.21,2026-01-04
INV-113591,T-1052,Network,144.79,153.25,2026-05-12
INV-113592,T-1076,Compute,406.27,234.27,2026-01-01
INV-113593,T-1079,Database,1166.02,293.8,2026-04-21
INV-113594,T-1006,Storage,554.25,118.63,2026-03-24
INV-113595,T-1048,Compute,1280.76,498.5,2026-03-19
INV-113596,T-1023,Network,1114.54,291.52,2026-05-01
INV-113597,T-1041,Analytics,365.21,234.03,2026-08-01
INV-113598,T-1021,Analytics,377.69,135.88,2026-08-09
INV-113599,T-1034,Analytics,290.6,168.93,2026-03-06
INV-113600,T-1065,Network,679.99,188.89,2026-08-28
INV-113601,T-1077,Analytics,295.52,372.14,2026-04-23
INV-113602,T-1028,Database,693.2,205.42,2026-08-02
INV-113603,T-1006,Analytics,1205.99,284.66,2026-07-17
INV-113604,T-1077,Storage,671.72,385.37,2026-07-06
INV-113605,T-1065,Storage,214.64,302.18,2026-04-21
INV-113606,T-1016,Compute,204.77,139.16,2026-01-24
INV-113607,T-1020,Compute,213.8,69.23,2026-03-16
INV-113608,T-1045,Storage,645.21,493.33,2026-06-29
INV-113609,T-1084,Compute,663.61,209.63,2026-07-28
INV-113610,T-1025,Storage,538.67,115.46,2026-05-28
INV-113611,T-1079,Database,533.23,116.37,2026-08-15
INV-113612,T-1036,Network,426.45,143.67,2026-07-14
INV-113613,T-1027,Database,285.24,463.38,2026-03-21
INV-113614,T-1018,Network,1423.44,322.41,2026-03-26
INV-113615,T-1075,Network,676.54,406.36,2026-05-03
INV-113616,T-1031,Storage,449.57,107.81,2026-07-19
INV-113617,T-1061,Analytics,353.51,84.53,2026-06-07
INV-113618,T-1032,Network,206.45,136.17,2026-02-05
INV-113619,T-1025,Compute,376.57,218.35,2026-01-06
INV-113620,T-1028,Network,929.97,485.4,2026-06-03
INV-113621,T-1009,Compute,1475.52,492.78,2026-06-07
